entity_id,account_name,segment,ticket_ref,case_id,opened_at,closed_at,channel,priority,summary,record_id,record_timestamp,source_system,source_type,actor_role,raw_action,outcome,details,initial_context_quality,response_quality,fulfills_request,request_id,missed_request_count,missing_item_count,severity,due_at,missing_items,attachments
acct_aurora_freight,Aurora Freight Network,mid_market,zd_7001,AF-7001,2026-01-05T08:10:00+00:00,2026-01-06T15:45:00+00:00,email,normal,Manifest webhook replay succeeded after warehouse key refresh,evt_7001_01,2026-01-05T08:12:00+00:00,zendesk,ticket_comment,requester,ticket_opened,issue_reported,"Warehouse ops included the manifest IDs, the failing webhook timestamps, and the key rotation time in the opening note.",complete,,,,,,,,,manifest-ids.csv
acct_aurora_freight,Aurora Freight Network,mid_market,zd_7001,AF-7001,2026-01-05T08:10:00+00:00,2026-01-06T15:45:00+00:00,email,normal,Manifest webhook replay succeeded after warehouse key refresh,evt_7001_02,2026-01-05T08:40:00+00:00,zendesk,ticket_comment,agent,requested_diagnostics,diagnostics_requested,Support asked for a webhook log slice and one failed manifest payload.,,,,diag-7001,,,,,,
acct_aurora_freight,Aurora Freight Network,mid_market,zd_7001,AF-7001,2026-01-05T08:10:00+00:00,2026-01-06T15:45:00+00:00,email,normal,Manifest webhook replay succeeded after warehouse key refresh,evt_7001_03,2026-01-05T10:05:00+00:00,zendesk,ticket_comment,requester,provided_requested_info,requested_artifacts_uploaded,The customer uploaded the requested log slice and a redacted failed manifest payload within the same morning.,,complete,true,diag-7001,,,,,,webhook-log-slice.zip|failed-manifest-payload.json
acct_aurora_freight,Aurora Freight Network,mid_market,zd_7001,AF-7001,2026-01-05T08:10:00+00:00,2026-01-06T15:45:00+00:00,email,normal,Manifest webhook replay succeeded after warehouse key refresh,evt_7001_04,2026-01-06T15:45:00+00:00,zendesk,status_change,requester,confirmed_fix,webhook_replay_restored,The manifest replay succeeded after the key refresh and queue drain.,,,,,,,,,,
acct_aurora_freight,Aurora Freight Network,mid_market,sf_7144,AF-7144,2026-03-28T09:00:00+00:00,2026-03-31T17:20:00+00:00,web,high,Rate-sheet reconciliation still missing weekend adjustment bundle,evt_7144_01,2026-03-28T09:04:00+00:00,salesforce_service_cloud,ticket_comment,requester,ticket_opened,issue_reported,"Finance ops shared the affected settlement run and weekend adjustment window, but not the actual bundle requested by the escalation template.",useful,,,,,,,,,,
acct_aurora_freight,Aurora Freight Network,mid_market,sf_7144,AF-7144,2026-03-28T09:00:00+00:00,2026-03-31T17:20:00+00:00,web,high,Rate-sheet reconciliation still missing weekend adjustment bundle,evt_7144_02,2026-03-28T09:25:00+00:00,salesforce_service_cloud,ticket_comment,agent,requested_diagnostics,diagnostics_requested,Support requested the weekend adjustment bundle and one before-and-after invoice pair.,,,,diag-7144,,,,,,
acct_aurora_freight,Aurora Freight Network,mid_market,sf_7144,AF-7144,2026-03-28T09:00:00+00:00,2026-03-31T17:20:00+00:00,web,high,Rate-sheet reconciliation still missing weekend adjustment bundle,evt_7144_03,2026-03-31T17:10:00+00:00,workflow_orchestrator,system_timer,system,request_deadline_missed,weekend_adjustment_bundle_not_received,The requested reconciliation bundle still had not arrived by the follow-up deadline.,,,,diag-7144,1,,,2026-03-31T17:00:00+00:00,weekend_adjustment_bundle|invoice_before_after_pair,
acct_blueorbit,BlueOrbit Commerce,smb,ic_8103,BO-8103,2026-02-09T11:00:00+00:00,2026-02-10T13:30:00+00:00,chat,normal,Order export resumed after variant mapping resync,evt_8103_01,2026-02-09T11:02:00+00:00,intercom,ticket_comment,requester,ticket_opened,issue_reported,"The ecommerce lead opened with the failing order IDs, the variant mapping revision, and the exact export job that stalled.",complete,,,,,,,,,order-ids.csv
acct_blueorbit,BlueOrbit Commerce,smb,ic_8103,BO-8103,2026-02-09T11:00:00+00:00,2026-02-10T13:30:00+00:00,chat,normal,Order export resumed after variant mapping resync,evt_8103_02,2026-02-09T11:20:00+00:00,intercom,ticket_comment,agent,requested_diagnostics,diagnostics_requested,Support asked for one failed order export pair and the current mapping snapshot.,,,,diag-8103,,,,,,
acct_blueorbit,BlueOrbit Commerce,smb,ic_8103,BO-8103,2026-02-09T11:00:00+00:00,2026-02-10T13:30:00+00:00,chat,normal,Order export resumed after variant mapping resync,evt_8103_03,2026-02-09T12:15:00+00:00,intercom,ticket_comment,requester,provided_requested_info,requested_artifacts_uploaded,The customer attached the requested failed pair and mapping snapshot less than an hour later.,,complete,true,diag-8103,,,,,,failed-order-pair.csv|mapping-snapshot.json
acct_blueorbit,BlueOrbit Commerce,smb,ic_8103,BO-8103,2026-02-09T11:00:00+00:00,2026-02-10T13:30:00+00:00,chat,normal,Order export resumed after variant mapping resync,evt_8103_04,2026-02-10T13:30:00+00:00,intercom,status_change,requester,confirmed_fix,export_resumed_normally,The export resumed normally once the mapping cache was resynced.,,,,,,,,,,
acct_blueorbit,BlueOrbit Commerce,smb,zd_8186,BO-8186,2026-02-23T14:05:00+00:00,2026-02-25T10:40:00+00:00,email,normal,Tax code backfill completed after one sample payload review,evt_8186_01,2026-02-23T14:07:00+00:00,zendesk,ticket_comment,requester,ticket_opened,issue_reported,The merchant opened with one failing jurisdiction example and the tax backfill batch ID.,useful,,,,,,,,,,
acct_blueorbit,BlueOrbit Commerce,smb,zd_8186,BO-8186,2026-02-23T14:05:00+00:00,2026-02-25T10:40:00+00:00,email,normal,Tax code backfill completed after one sample payload review,evt_8186_02,2026-02-23T14:50:00+00:00,zendesk,ticket_comment,agent,requested_diagnostics,diagnostics_requested,Support requested a sample payload from one affected order.,,,,diag-8186,,,,,,
acct_blueorbit,BlueOrbit Commerce,smb,zd_8186,BO-8186,2026-02-23T14:05:00+00:00,2026-02-25T10:40:00+00:00,email,normal,Tax code backfill completed after one sample payload review,evt_8186_03,2026-02-24T09:10:00+00:00,zendesk,ticket_comment,requester,provided_requested_info,requested_artifacts_uploaded,"The customer sent the requested sample payload, but only one example row instead of a fuller comparison bundle.",,useful,true,diag-8186,,,,,,sample-payload.json
acct_cedarbridge,CedarBridge Health,enterprise,sf_9207,CB-9207,2026-02-12T08:40:00+00:00,2026-02-14T18:00:00+00:00,web,high,Claim reversal reopened after signed remittance sheet looked correct,evt_9207_01,2026-02-12T08:44:00+00:00,salesforce_service_cloud,ticket_comment,requester,ticket_opened,issue_reported,"Revenue cycle support opened with the remittance run, the two impacted claims, and the reversal timestamp.",useful,,,,,,,,,,
acct_cedarbridge,CedarBridge Health,enterprise,sf_9207,CB-9207,2026-02-12T08:40:00+00:00,2026-02-14T18:00:00+00:00,web,high,Claim reversal reopened after signed remittance sheet looked correct,evt_9207_02,2026-02-12T09:05:00+00:00,salesforce_service_cloud,ticket_comment,agent,requested_diagnostics,diagnostics_requested,Support requested the signed remittance sheet and one before-and-after claim row pair.,,,,diag-9207,,,,,,
acct_cedarbridge,CedarBridge Health,enterprise,sf_9207,CB-9207,2026-02-12T08:40:00+00:00,2026-02-14T18:00:00+00:00,web,high,Claim reversal reopened after signed remittance sheet looked correct,evt_9207_03,2026-02-12T10:10:00+00:00,salesforce_service_cloud,ticket_comment,requester,provided_requested_info,requested_artifacts_uploaded,The requester uploaded the signed remittance sheet and the requested claim row comparison quickly.,,complete,true,diag-9207,,,,,,signed-remittance.pdf|claim-row-comparison.csv
acct_cedarbridge,CedarBridge Health,enterprise,sf_9207,CB-9207,2026-02-12T08:40:00+00:00,2026-02-14T18:00:00+00:00,web,high,Claim reversal reopened after signed remittance sheet looked correct,evt_9207_04,2026-02-14T17:35:00+00:00,qa_console,qa_review,qa,qa_marked_contradiction,claim_conflict_detected,QA found that the reopened reversal claim conflicted with the signed remittance evidence already supplied in the same ticket.,,,,,,,high,,,
acct_cedarbridge,CedarBridge Health,enterprise,jsm_9244,CB-9244,2026-03-03T15:10:00+00:00,2026-03-05T12:20:00+00:00,web,normal,Eligibility audit rows promised but never attached to escalation,evt_9244_01,2026-03-03T15:12:00+00:00,jira_service_management,ticket_comment,requester,ticket_opened,issue_reported,The escalation note named the affected eligibility run and claimed audit rows were ready to attach.,useful,,,,,,,,,,
acct_cedarbridge,CedarBridge Health,enterprise,jsm_9244,CB-9244,2026-03-03T15:10:00+00:00,2026-03-05T12:20:00+00:00,web,normal,Eligibility audit rows promised but never attached to escalation,evt_9244_02,2026-03-03T15:40:00+00:00,jira_service_management,ticket_comment,agent,requested_diagnostics,diagnostics_requested,Support asked for the eligibility audit rows and one request ID pair.,,,,diag-9244,,,,,,
acct_cedarbridge,CedarBridge Health,enterprise,jsm_9244,CB-9244,2026-03-03T15:10:00+00:00,2026-03-05T12:20:00+00:00,web,normal,Eligibility audit rows promised but never attached to escalation,evt_9244_03,2026-03-05T12:05:00+00:00,jira_service_management,ticket_comment,requester,followed_up_without_requested_info,reply_missing_requested_artifacts,The customer asked for a status update but still did not include the promised eligibility rows.,,,,,,2,,,"eligibility_audit_rows|request_id_pair",
acct_driftcloud,DriftCloud Finance Ops,enterprise,sf_3301,DC-3301,2026-01-18T07:30:00+00:00,2026-01-19T16:20:00+00:00,web,normal,Ledger export retry cleared after customer sent failing batch pair,evt_3301_01,2026-01-18T07:33:00+00:00,salesforce_service_cloud,ticket_comment,requester,ticket_opened,issue_reported,"The finance contact opened with the batch pair, retry ID, and exact ledger window that failed.",complete,,,,,,,,,,
acct_driftcloud,DriftCloud Finance Ops,enterprise,sf_3301,DC-3301,2026-01-18T07:30:00+00:00,2026-01-19T16:20:00+00:00,web,normal,Ledger export retry cleared after customer sent failing batch pair,evt_3301_02,2026-01-18T08:00:00+00:00,salesforce_service_cloud,ticket_comment,agent,requested_diagnostics,diagnostics_requested,Support requested one failing batch pair and the raw retry payload.,,,,diag-3301,,,,,,
acct_driftcloud,DriftCloud Finance Ops,enterprise,sf_3301,DC-3301,2026-01-18T07:30:00+00:00,2026-01-19T16:20:00+00:00,web,normal,Ledger export retry cleared after customer sent failing batch pair,evt_3301_03,2026-01-18T09:10:00+00:00,salesforce_service_cloud,ticket_comment,requester,provided_requested_info,requested_artifacts_uploaded,The customer attached the failing batch pair and retry payload shortly after the request.,,complete,true,diag-3301,,,,,,failing-batch-pair.csv|retry-payload.json
acct_driftcloud,DriftCloud Finance Ops,enterprise,sf_3301,DC-3301,2026-01-18T07:30:00+00:00,2026-01-19T16:20:00+00:00,web,normal,Ledger export retry cleared after customer sent failing batch pair,evt_3301_04,2026-01-19T16:20:00+00:00,salesforce_service_cloud,status_change,requester,confirmed_fix,ledger_export_restored,The ledger export retried cleanly once the stuck batch was replayed.,,,,,,,,,,
acct_driftcloud,DriftCloud Finance Ops,enterprise,zd_3479,DC-3479,2026-04-04T10:25:00+00:00,2026-04-07T18:10:00+00:00,email,high,Manual settlement request still lacks audit CSV after prior clean history,evt_3479_01,2026-04-04T10:28:00+00:00,zendesk,ticket_comment,requester,ticket_opened,issue_reported,"The settlement request named the affected payout run, but the actual audit CSV and examples were still missing.",useful,,,,,,,,,,
acct_driftcloud,DriftCloud Finance Ops,enterprise,zd_3479,DC-3479,2026-04-04T10:25:00+00:00,2026-04-07T18:10:00+00:00,email,high,Manual settlement request still lacks audit CSV after prior clean history,evt_3479_02,2026-04-04T10:50:00+00:00,zendesk,ticket_comment,agent,requested_diagnostics,diagnostics_requested,Support requested the audit CSV and two settlement examples before any manual adjustment.,,,,diag-3479,,,,,,
acct_driftcloud,DriftCloud Finance Ops,enterprise,zd_3479,DC-3479,2026-04-04T10:25:00+00:00,2026-04-07T18:10:00+00:00,email,high,Manual settlement request still lacks audit CSV after prior clean history,evt_3479_03,2026-04-07T18:00:00+00:00,workflow_orchestrator,system_timer,system,request_deadline_missed,audit_csv_not_received,The requested audit CSV still had not arrived by the escalation follow-up deadline.,,,,diag-3479,1,,,2026-04-07T17:45:00+00:00,audit_csv|settlement_examples,
acct_eastline,Eastline Education Services,mid_market,hs_4408,EE-4408,2026-03-11T09:15:00+00:00,2026-03-12T17:40:00+00:00,web,normal,Roster sync mismatch narrowed to two sample rows,evt_4408_01,2026-03-11T09:18:00+00:00,hubspot_service,ticket_comment,requester,ticket_opened,issue_reported,"The district IT lead opened with the roster job, the bad section pair, and the sync timestamp.",useful,,,,,,,,,,
acct_eastline,Eastline Education Services,mid_market,hs_4408,EE-4408,2026-03-11T09:15:00+00:00,2026-03-12T17:40:00+00:00,web,normal,Roster sync mismatch narrowed to two sample rows,evt_4408_02,2026-03-11T09:35:00+00:00,hubspot_service,ticket_comment,agent,requested_diagnostics,diagnostics_requested,Support requested two sample roster rows and the expected output for comparison.,,,,diag-4408,,,,,,
acct_eastline,Eastline Education Services,mid_market,hs_4408,EE-4408,2026-03-11T09:15:00+00:00,2026-03-12T17:40:00+00:00,web,normal,Roster sync mismatch narrowed to two sample rows,evt_4408_03,2026-03-11T10:05:00+00:00,hubspot_service,ticket_comment,requester,provided_requested_info,requested_artifacts_uploaded,"The customer supplied one clean roster row pair quickly, but not the fuller bundle that would make the case completely routine.",,partial,true,diag-4408,,,,,,roster-row-pair.csv
acct_eastline,Eastline Education Services,mid_market,hs_4408,EE-4408,2026-03-11T09:15:00+00:00,2026-03-12T17:40:00+00:00,web,normal,Roster sync mismatch narrowed to two sample rows,evt_4408_04,2026-03-12T17:40:00+00:00,hubspot_service,status_change,requester,confirmed_fix,roster_sync_restored,The roster sync matched once the bad section mapping was corrected.,,,,,,,,,,
acct_eastline,Eastline Education Services,mid_market,sf_4470,EE-4470,2026-03-29T13:30:00+00:00,2026-04-01T11:00:00+00:00,web,high,Reopened enrollment cap dispute contradicts prior manual override proof,evt_4470_01,2026-03-29T13:34:00+00:00,salesforce_service_cloud,ticket_comment,requester,ticket_opened,issue_reopened,The customer reopened the enrollment cap dispute with the override ID and a short note claiming the prior manual fix did not hold.,useful,,,,,,,,,,
acct_eastline,Eastline Education Services,mid_market,sf_4470,EE-4470,2026-03-29T13:30:00+00:00,2026-04-01T11:00:00+00:00,web,high,Reopened enrollment cap dispute contradicts prior manual override proof,evt_4470_02,2026-03-29T14:20:00+00:00,salesforce_service_cloud,ticket_comment,agent,requested_diagnostics,diagnostics_requested,Support requested the override approval PDF and a student count extract before applying another manual change.,,,,diag-4470,,,,,,
acct_eastline,Eastline Education Services,mid_market,sf_4470,EE-4470,2026-03-29T13:30:00+00:00,2026-04-01T11:00:00+00:00,web,high,Reopened enrollment cap dispute contradicts prior manual override proof,evt_4470_03,2026-03-29T15:05:00+00:00,salesforce_service_cloud,ticket_comment,requester,provided_requested_info,partial_artifacts_uploaded,The customer attached the prior override approval PDF but not the current student count extract.,,useful,false,diag-4470,,,,,,override-approval.pdf
acct_eastline,Eastline Education Services,mid_market,sf_4470,EE-4470,2026-03-29T13:30:00+00:00,2026-04-01T11:00:00+00:00,web,high,Reopened enrollment cap dispute contradicts prior manual override proof,evt_4470_04,2026-04-01T10:45:00+00:00,qa_console,qa_review,qa,qa_marked_contradiction,override_evidence_conflict_detected,QA found that the reopened dispute contradicted the already approved override evidence from the earlier ticket.,,,,,,,medium,,,
